Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,Variant index,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 881,2013/10/14 9:12:00,2013/10/14 9:12:00,Wait,Value 9,2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,2013/10/25 12:20:32,2013/10/25 12:20:32,Resolve ticket,Value 9,2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 881,2013/11/9 13:20:51,2013/11/9 13:20:51,Closed,Value 3,2,Value 1,Value 22,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 882,2012/7/26 16:00:23,2012/7/26 16:00:23,Assign seriousness,Value 13,1,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 882,2012/7/27 10:24:17,2012/7/27 10:24:17,Take in charge ticket,Value 4,1,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 882,2012/7/27 15:34:09,2012/7/27 15:34:09,Resolve ticket,Value 4,1,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 882,2012/9/2 16:00:17,2012/9/2 16:00:17,Closed,Value 5,1,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/4/16 8:52:21,2012/4/16 8:52:21,Assign seriousness,Value 13,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/4/17 9:58:19,2012/4/17 9:58:19,Take in charge ticket,Value 13,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/4/18 14:58:19,2012/4/18 14:58:19,Wait,Value 13,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/4/30 13:27:43,2012/4/30 13:27:43,Take in charge ticket,Value 1,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/4/30 13:28:49,2012/4/30 13:28:49,Wait,Value 1,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/5/9 8:57:23,2012/5/9 8:57:23,Resolve ticket,Value 1,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/5/9 8:57:26,2012/5/9 8:57:26,Resolve ticket,Value 1,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 883,2012/5/29 13:00:17,2012/5/29 13:00:17,Closed,Value 5,74,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 884,2011/1/19 14:25:08,2011/1/19 14:25:08,Assign seriousness,Value 2,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 884,2011/1/21 10:59:39,2011/1/21 10:59:39,Take in charge ticket,Value 2,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 884,2011/1/21 11:00:43,2011/1/21 11:00:43,Resolve ticket,Value 2,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 884,2011/2/19 14:31:21,2011/2/19 14:31:21,Closed,Value 5,1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 885,2011/11/17 15:46:20,2011/11/17 15:46:20,Assign seriousness,Value 4,5,Value 1,Value 74,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 885,2011/11/18 16:13:22,2011/11/18 16:13:22,Resolve ticket,Value 4,5,Value 1,Value 74,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 885,2011/12/20 15:51:09,2011/12/20 15:51:09,Closed,Value 5,5,Value 1,Value 74,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 886,2012/6/11 12:58:53,2012/6/11 12:58:53,Assign seriousness,Value 13,1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 886,2012/6/11 12:59:02,2012/6/11 12:59:02,Take in charge ticket,Value 13,1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 886,2012/6/13 7:47:21,2012/6/13 7:47:21,Resolve ticket,Value 13,1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 886,2012/7/19 13:00:23,2012/7/19 13:00:23,Closed,Value 5,1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 887,2011/9/27 13:21:18,2011/9/27 13:21:18,Assign seriousness,Value 1,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 887,2011/9/29 12:21:29,2011/9/29 12:21:29,Take in charge ticket,Value 2,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 887,2011/10/11 10:51:15,2011/10/11 10:51:15,Wait,Value 10,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 887,2011/10/11 15:30:30,2011/10/11 15:30:30,Wait,Value 2,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 887,2011/10/12 7:42:27,2011/10/12 7:42:27,Resolve ticket,Value 2,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 887,2011/10/28 14:40:18,2011/10/28 14:40:18,Closed,Value 5,14,Value 1,Value 74,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 888,2012/7/20 10:07:01,2012/7/20 10:07:01,Assign seriousness,Value 1,1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 888,2012/7/25 13:32:00,2012/7/25 13:32:00,Take in charge ticket,Value 4,1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 888,2012/7/25 14:29:33,2012/7/25 14:29:33,Resolve ticket,Value 4,1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 888,2012/9/6 10:10:28,2012/9/6 10:10:28,Closed,Value 5,1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 889,2010/10/4 9:20:47,2010/10/4 9:20:47,Assign seriousness,Value 2,4,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 889,2010/10/4 9:21:28,2010/10/4 9:21:28,Assign seriousness,Value 2,4,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 889,2010/10/4 9:53:48,2010/10/4 9:53:48,Take in charge ticket,Value 2,4,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 889,2010/10/6 10:38:21,2010/10/6 10:38:21,Resolve ticket,Value 7,4,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 889,2010/11/17 10:31:57,2010/11/17 10:31:57,Closed,Value 5,4,Value 1,Value 227,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 890,2010/9/24 15:59:41,2010/9/24 15:59:41,Assign seriousness,Value 9,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/9/27 7:01:43,2010/9/27 7:01:43,Take in charge ticket,Value 6,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/4 13:05:25,2010/10/4 13:05:25,Wait,Value 6,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/7 9:33:55,2010/10/7 9:33:55,Wait,Value 2,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/12 15:13:49,2010/10/12 15:13:49,Take in charge ticket,Value 2,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/12 15:14:00,2010/10/12 15:14:00,Wait,Value 2,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/12 15:14:12,2010/10/12 15:14:12,Take in charge ticket,Value 2,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/12 15:15:24,2010/10/12 15:15:24,Resolve ticket,Value 2,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 890,2010/10/27 15:15:42,2010/10/27 15:15:42,Closed,Value 5,110,Value 1,Value 245,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 891,2011/6/7 8:02:07,2011/6/7 8:02:07,Assign seriousness,Value 8,1,Value 1,Value 169,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 891,2011/6/7 8:02:22,2011/6/7 8:02:22,Take in charge ticket,Value 8,1,Value 1,Value 169,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 891,2011/6/8 7:28:41,2011/6/8 7:28:41,Resolve ticket,Value 8,1,Value 1,Value 169,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 891,2011/8/5 8:10:44,2011/8/5 8:10:44,Closed,Value 5,1,Value 1,Value 169,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 892,2012/4/17 14:32:30,2012/4/17 14:32:30,Assign seriousness,Value 1,1,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 892,2012/4/18 12:38:18,2012/4/18 12:38:18,Take in charge ticket,Value 13,1,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 892,2012/4/20 15:29:20,2012/4/20 15:29:20,Resolve ticket,Value 13,1,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 892,2012/5/18 14:40:09,2012/5/18 14:40:09,Closed,Value 5,1,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 893,2011/11/14 9:17:44,2011/11/14 9:17:44,Assign seriousness,Value 4,5,Value 1,Value 224,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 893,2011/11/14 9:57:23,2011/11/14 9:57:23,Resolve ticket,Value 4,5,Value 1,Value 224,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 893,2011/12/15 9:20:17,2011/12/15 9:20:17,Closed,Value 5,5,Value 1,Value 224,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/8/2 14:27:32,2013/8/2 14:27:32,Assign seriousness,Value 14,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/8/2 14:47:03,2013/8/2 14:47:03,Take in charge ticket,Value 14,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/8/16 9:18:15,2013/8/16 9:18:15,Wait,Value 9,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/8/16 9:18:16,2013/8/16 9:18:16,Wait,Value 9,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/8/19 9:20:10,2013/8/19 9:20:10,Resolve ticket,Value 9,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 894,2013/9/3 9:20:23,2013/9/3 9:20:23,Closed,Value 3,14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/10 16:32:22,2010/11/10 16:32:22,Assign seriousness,Value 14,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/11 8:40:24,2010/11/11 8:40:24,Take in charge ticket,Value 2,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/12 10:04:52,2010/11/12 10:04:52,Resolve ticket,Value 14,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/12 10:34:49,2010/11/12 10:34:49,Resolve ticket,Value 14,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/12 11:10:27,2010/11/12 11:10:27,Take in charge ticket,Value 14,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/11/23 11:22:41,2010/11/23 11:22:41,Resolve ticket,Value 2,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 895,2010/12/11 16:40:11,2010/12/11 16:40:11,Closed,Value 5,111,Value 1,Value 247,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 896,2011/10/3 9:17:19,2011/10/3 9:17:19,Assign seriousness,Value 1,1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 896,2011/10/4 13:04:17,2011/10/4 13:04:17,Take in charge ticket,Value 2,1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 896,2011/10/31 15:30:12,2011/10/31 15:30:12,Resolve ticket,Value 2,1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 896,2011/11/15 15:30:23,2011/11/15 15:30:23,Closed,Value 5,1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 897,2012/3/16 13:08:31,2012/3/16 13:08:31,Assign seriousness,Value 1,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 897,2012/3/16 13:08:41,2012/3/16 13:08:41,Take in charge ticket,Value 1,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 897,2012/3/16 13:43:24,2012/3/16 13:43:24,Resolve ticket,Value 1,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 897,2012/4/18 12:10:22,2012/4/18 12:10:22,Closed,Value 5,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 898,2012/1/4 15:07:42,2012/1/4 15:07:42,Assign seriousness,Value 13,2,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 898,2012/1/4 16:58:40,2012/1/4 16:58:40,Take in charge ticket,Value 1,2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 898,2012/1/10 13:55:48,2012/1/10 13:55:48,Wait,Value 1,2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 898,2012/1/11 10:55:24,2012/1/11 10:55:24,Resolve ticket,Value 1,2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 898,2012/2/25 10:55:46,2012/2/25 10:55:46,Closed,Value 5,2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 899,2010/2/9 14:31:28,2010/2/9 14:31:28,Assign seriousness,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/2/9 14:31:46,2010/2/9 14:31:46,Take in charge ticket,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/2/9 14:32:02,2010/2/9 14:32:02,Create SW anomaly,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/3/22 16:18:31,2010/3/22 16:18:31,Resolve ticket,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/3/22 16:18:50,2010/3/22 16:18:50,Take in charge ticket,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/3/22 16:18:56,2010/3/22 16:18:56,Create SW anomaly,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/3/22 16:22:09,2010/3/22 16:22:09,Resolve ticket,Value 2,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 899,2010/4/6 15:22:17,2010/4/6 15:22:17,Closed,Value 5,112,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 900,2011/2/28 13:17:29,2011/2/28 13:17:29,Assign seriousness,Value 8,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 900,2011/3/25 11:53:05,2011/3/25 11:53:05,Take in charge ticket,Value 2,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 900,2011/3/25 11:55:12,2011/3/25 11:55:12,Wait,Value 2,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 900,2011/3/25 15:06:50,2011/3/25 15:06:50,Take in charge ticket,Value 2,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 900,2011/3/25 15:07:01,2011/3/25 15:07:01,Resolve ticket,Value 2,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 900,2011/4/9 14:07:15,2011/4/9 14:07:15,Closed,Value 5,3,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 901,2012/7/31 7:21:57,2012/7/31 7:21:57,Assign seriousness,Value 1,8,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 901,2012/8/2 15:24:42,2012/8/2 15:24:42,Resolve ticket,Value 4,8,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 901,2012/8/2 15:25:31,2012/8/2 15:25:31,Resolve ticket,Value 4,8,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 901,2012/9/15 7:30:39,2012/9/15 7:30:39,Closed,Value 5,8,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 902,2011/9/28 15:48:22,2011/9/28 15:48:22,Assign seriousness,Value 9,1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 902,2011/9/28 15:48:33,2011/9/28 15:48:33,Take in charge ticket,Value 9,1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 902,2011/9/30 12:18:02,2011/9/30 12:18:02,Resolve ticket,Value 9,1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 902,2011/11/13 16:50:22,2011/11/13 16:50:22,Closed,Value 5,1,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 903,2010/11/10 17:05:25,2010/11/10 17:05:25,Insert ticket,Value 7,7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 903,2010/11/11 8:03:32,2010/11/11 8:03:32,Assign seriousness,Value 2,7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 903,2010/11/15 10:39:09,2010/11/15 10:39:09,Take in charge ticket,Value 2,7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 903,2010/11/15 10:40:28,2010/11/15 10:40:28,Resolve ticket,Value 2,7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 903,2010/12/26 17:00:49,2010/12/26 17:00:49,Closed,Value 5,7,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 904,2011/3/16 8:35:56,2011/3/16 8:35:56,Assign seriousness,Value 8,1,Value 1,Value 248,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 904,2011/3/16 8:36:41,2011/3/16 8:36:41,Take in charge ticket,Value 8,1,Value 1,Value 248,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 904,2011/3/22 13:43:58,2011/3/22 13:43:58,Resolve ticket,Value 2,1,Value 1,Value 248,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 904,2011/4/28 7:40:19,2011/4/28 7:40:19,Closed,Value 5,1,Value 1,Value 248,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 905,2011/7/19 13:08:41,2011/7/19 13:08:41,Assign seriousness,Value 2,4,Value 1,Value 125,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 905,2011/7/19 13:17:50,2011/7/19 13:17:50,Assign seriousness,Value 10,4,Value 1,Value 125,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 905,2011/7/19 14:54:43,2011/7/19 14:54:43,Take in charge ticket,Value 7,4,Value 1,Value 125,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 905,2011/7/19 14:54:58,2011/7/19 14:54:58,Resolve ticket,Value 7,4,Value 1,Value 125,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 905,2011/9/3 13:10:41,2011/9/3 13:10:41,Closed,Value 5,4,Value 1,Value 125,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 906,2013/2/18 14:22:02,2013/2/18 14:22:02,Assign seriousness,Value 4,1,Value 1,Value 76,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 906,2013/3/6 13:20:11,2013/3/6 13:20:11,Take in charge ticket,Value 9,1,Value 1,Value 76,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 906,2013/3/6 13:34:38,2013/3/6 13:34:38,Resolve ticket,Value 9,1,Value 1,Value 76,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 906,2013/3/21 13:34:53,2013/3/21 13:34:53,Closed,Value 3,1,Value 1,Value 76,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 907,2010/9/27 15:32:23,2010/9/27 15:32:23,Assign seriousness,Value 9,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 907,2010/9/28 11:06:59,2010/9/28 11:06:59,Take in charge ticket,Value 6,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 907,2010/10/29 10:46:07,2010/10/29 10:46:07,Wait,Value 6,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 907,2010/11/5 11:46:33,2010/11/5 11:46:33,Take in charge ticket,Value 6,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 907,2010/11/5 11:46:45,2010/11/5 11:46:45,Resolve ticket,Value 6,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 907,2010/11/20 11:47:05,2010/11/20 11:47:05,Closed,Value 5,3,Value 1,Value 58,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 908,2011/4/13 7:25:37,2011/4/13 7:25:37,Assign seriousness,Value 8,1,Value 1,Value 71,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 908,2011/4/13 7:26:34,2011/4/13 7:26:34,Take in charge ticket,Value 8,1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 908,2011/4/20 7:56:07,2011/4/20 7:56:07,Resolve ticket,Value 8,1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 908,2011/5/21 7:31:00,2011/5/21 7:31:00,Closed,Value 5,1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 909,2012/2/6 9:17:46,2012/2/6 9:17:46,Assign seriousness,Value 2,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 909,2012/2/6 9:20:42,2012/2/6 9:20:42,Take in charge ticket,Value 10,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 909,2012/2/6 9:53:59,2012/2/6 9:53:59,Resolve ticket,Value 4,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 909,2012/3/25 8:21:25,2012/3/25 8:21:25,Closed,Value 5,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 910,2012/7/31 10:59:06,2012/7/31 10:59:06,Assign seriousness,Value 1,1,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 910,2012/7/31 12:08:38,2012/7/31 12:08:38,Take in charge ticket,Value 13,1,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 910,2012/8/3 7:58:46,2012/8/3 7:58:46,Resolve ticket,Value 13,1,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 910,2012/9/2 7:59:07,2012/9/2 7:59:07,Closed,Value 5,1,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 911,2013/10/9 12:17:32,2013/10/9 12:17:32,Assign seriousness,Value 18,12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,2013/10/10 7:59:00,2013/10/10 7:59:00,Take in charge ticket,Value 2,12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,2013/10/14 7:10:36,2013/10/14 7:10:36,Take in charge ticket,Value 2,12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,2013/10/25 7:10:56,2013/10/25 7:10:56,Resolve ticket,Value 2,12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 911,2013/11/9 8:11:11,2013/11/9 8:11:11,Closed,Value 3,12,Value 1,Value 197,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 912,2010/12/10 16:41:58,2010/12/10 16:41:58,Assign seriousness,Value 9,4,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 912,2010/12/13 10:42:47,2010/12/13 10:42:47,Assign seriousness,Value 9,4,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 912,2010/12/15 10:42:06,2010/12/15 10:42:06,Take in charge ticket,Value 2,4,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 912,2010/12/15 14:11:55,2010/12/15 14:11:55,Resolve ticket,Value 2,4,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
