Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 19,2012/2/23 0:00:00,2012/2/23 1:00:00,Packing,Packing,33,Cable Head,ID4820,D,4,0,0,Y
Case 19,2012/2/23 8:36:00,2012/2/23 9:36:00,Round  Q.C.,Quality Check 2,33,Cable Head,ID4493,D,29,2,0,Y
Case 19,2012/2/23 9:37:00,2012/2/23 10:52:00,Final Inspection Q.C.,Quality Check 1,33,Cable Head,ID4493,D,29,0,0,
Case 190,2012/1/10 0:00:00,2012/1/10 1:00:00,Packing,Packing,16,Seal Head,ID4820,D,7,0,0,
Case 190,2012/1/10 14:30:00,2012/1/10 15:45:00,Final Inspection Q.C.,Quality Check 1,16,Seal Head,ID4493,D,7,0,0,
Case 190,2012/1/29 11:19:00,2012/1/29 13:42:00,Turning & Milling Q.C.,Quality Check 1,16,Seal Head,ID4493,D,0,0,0,
Case 190,2012/2/13 0:00:00,2012/2/13 1:15:00,Final Inspection Q.C.,Quality Check 1,16,Seal Head,ID4493,D,0,0,0,
Case 190,2012/2/14 9:18:00,2012/2/14 11:10:00,Turning & Milling Q.C.,Quality Check 1,16,Seal Head,ID4493,D,0,0,0,
Case 192,2012/1/11 8:00:00,2012/1/11 10:00:00,Rework Milling - Machine 28,Manual Milling - Machine 28,200,Piston,ID3641,D,0,0,0,
Case 192,2012/1/11 10:08:00,2012/1/11 11:09:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/7 9:54:00,2012/2/7 16:17:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,S,1,0,0,
Case 192,2012/2/8 7:05:00,2012/2/8 8:40:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/8 7:17:00,2012/2/8 8:41:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,S,0,0,0,
Case 192,2012/2/8 8:43:00,2012/2/8 15:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,7,0,0,Y
Case 192,2012/2/8 20:14:00,2012/2/8 20:17:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4641,D,0,0,0,Y
Case 192,2012/2/9 7:00:00,2012/2/9 8:40:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/9 7:12:00,2012/2/9 10:13:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,3,0,0,
Case 192,2012/2/9 10:16:00,2012/2/9 15:56:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,6,0,0,
Case 192,2012/2/9 20:14:00,2012/2/10 6:45:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4641,D,11,0,0,
Case 192,2012/2/10 6:54:00,2012/2/10 12:53:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,6,0,0,
Case 192,2012/2/10 9:37:00,2012/2/10 10:40:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/11 22:10:00,2012/2/12 6:37:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,9,0,0,
Case 192,2012/2/12 6:51:00,2012/2/12 7:06:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,0,0,0,
Case 192,2012/2/12 9:00:00,2012/2/12 15:59:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,7,0,0,
Case 192,2012/2/12 16:07:00,2012/2/12 23:24:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,8,0,0,
Case 192,2012/2/12 17:42:00,2012/2/12 18:03:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/12 23:48:00,2012/2/13 6:41:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4794,D,8,0,0,
Case 192,2012/2/13 7:16:00,2012/2/13 14:34:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,S,1,0,0,
Case 192,2012/2/13 7:30:00,2012/2/13 9:49:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,60,0,0,
Case 192,2012/2/13 9:40:00,2012/2/13 10:02:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,6,0,0,
Case 192,2012/2/13 14:37:00,2012/2/13 15:58:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,S,0,0,0,
Case 192,2012/2/13 15:00:00,2012/2/13 16:02:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,1,0,0,
Case 192,2012/2/13 16:19:00,2012/2/13 17:58:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,S,1,0,0,
Case 192,2012/2/13 18:01:00,2012/2/13 23:23:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,6,0,0,
Case 192,2012/2/13 23:46:00,2012/2/14 6:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4932,D,6,0,0,
Case 192,2012/2/14 7:02:00,2012/2/14 13:31:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,6,0,0,
Case 192,2012/2/14 10:44:00,2012/2/14 13:35:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,20,0,0,
Case 192,2012/2/14 13:32:00,2012/2/14 14:47:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,1,0,0,
Case 192,2012/2/14 13:33:00,2012/2/14 17:21:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,4,0,0,
Case 192,2012/2/14 18:01:00,2012/2/14 19:58:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,2,0,0,
Case 192,2012/2/14 19:59:00,2012/2/15 6:40:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4932,D,12,0,0,
Case 192,2012/2/15 6:54:00,2012/2/15 15:09:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,8,0,0,
Case 192,2012/2/15 14:58:00,2012/2/15 16:00:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,20,0,0,
Case 192,2012/2/15 16:16:00,2012/2/15 23:29:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4132,D,8,0,0,
Case 192,2012/2/15 23:33:00,2012/2/16 6:44:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4932,D,7,0,0,
Case 192,2012/2/16 7:10:00,2012/2/16 9:05:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,B,0,0,0,
Case 192,2012/2/16 9:06:00,2012/2/16 11:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID3846,D,2,0,0,
Case 192,2012/2/16 10:30:00,2012/2/16 12:50:00,Turning & Milling Q.C.,Quality Check 1,200,Piston,ID4287,D,23,0,0,
Case 192,2012/2/16 10:31:00,2012/2/16 11:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/16 12:00:00,2012/2/16 17:54:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,S,0,0,0,
Case 192,2012/2/17 6:36:00,2012/2/17 12:36:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,0,0,0,
Case 192,2012/2/17 9:30:00,2012/2/17 10:30:00,Final Inspection Q.C.,Quality Check 1,200,Piston,ID4287,D,0,0,0,
Case 192,2012/2/19 7:45:00,2012/2/19 18:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4162,D,0,0,0,
Case 192,2012/2/19 18:48:00,2012/2/19 21:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,3,0,0,
Case 192,2012/2/20 14:32:00,2012/2/20 16:06:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,2,0,0,
Case 192,2012/2/20 22:07:00,2012/2/21 6:29:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4873,D,7,0,0,
Case 192,2012/2/21 8:10:00,2012/2/21 11:40:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,3,0,0,
Case 192,2012/2/21 13:30:00,2012/2/21 16:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,4,0,0,
Case 192,2012/2/21 17:15:00,2012/2/21 18:30:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,200,Piston,ID4140,D,0,0,0,
Case 192,2012/2/21 17:16:00,2012/2/21 19:50:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4140,D,3,0,0,
Case 192,2012/2/21 19:52:00,2012/2/21 21:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4140,D,3,0,0,
Case 192,2012/2/21 20:02:00,2012/2/22 6:06:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4873,D,7,0,0,
Case 192,2012/2/22 6:45:00,2012/2/22 8:10:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,2,0,0,
Case 192,2012/2/22 10:10:00,2012/2/22 16:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,9,0,0,
Case 192,2012/2/22 20:06:00,2012/2/23 6:31:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4873,D,6,0,0,
Case 192,2012/2/23 6:45:00,2012/2/23 10:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,5,0,0,
Case 192,2012/2/23 11:00:00,2012/2/23 12:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,1,0,0,
Case 192,2012/2/23 14:30:00,2012/2/23 16:00:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4162,D,3,0,0,
Case 192,2012/2/23 20:06:00,2012/2/24 6:30:00,Milling - Machine 14,Machine 14 - Milling,200,Piston,ID4873,D,6,0,0,
Case 192,2012/2/26 0:00:00,2012/2/26 1:00:00,Packing,Packing,200,Piston,ID4291,D,65,0,0,
Case 192,2012/2/26 10:30:00,2012/2/26 14:04:00,Final Inspection Q.C.,Quality Check 1,200,Piston,ID4287,D,65,0,0,
Case 194,2012/1/10 10:14:00,2012/1/10 10:54:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4132,S,0,0,0,
Case 194,2012/1/11 7:16:00,2012/1/11 16:28:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4132,S,0,0,0,
Case 194,2012/1/11 16:20:00,2012/1/11 17:52:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,S,0,0,0,
Case 194,2012/1/12 7:05:00,2012/1/12 17:42:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4132,S,3,0,0,Y
Case 194,2012/1/12 12:42:00,2012/1/12 15:51:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 194,2012/1/12 20:49:00,2012/1/13 6:28:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4641,D,8,0,0,
Case 194,2012/1/13 6:52:00,2012/1/13 12:48:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID3846,D,7,0,0,
Case 194,2012/1/13 11:00:00,2012/1/13 12:30:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,D,37,0,0,
Case 194,2012/1/13 12:48:00,2012/1/14 9:00:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4132,D,20,0,0,
Case 194,2012/1/14 9:00:00,2012/1/14 13:00:00,Stress Relief,Oven,40,Socket,ID4932,D,39,0,0,
Case 194,2012/1/14 23:55:00,2012/1/15 3:17:00,Turning & Milling - Machine 10,Machine 10 - Grinding,40,Socket,ID4132,D,2,0,0,
Case 194,2012/1/15 9:00:00,2012/1/15 17:58:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,Y
Case 194,2012/1/15 9:18:00,2012/1/15 16:25:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,2,0,0,Y
Case 194,2012/1/15 16:26:00,2012/1/15 17:52:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,4,0,0,
Case 194,2012/1/16 7:03:00,2012/1/16 15:58:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,27,0,0,
Case 194,2012/1/16 10:00:00,2012/1/16 10:30:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,D,2,1,0,
Case 194,2012/1/16 16:22:00,2012/1/16 17:48:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4641,D,4,0,0,
Case 194,2012/1/16 17:49:00,2012/1/16 17:50:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4641,D,2,0,0,
Case 194,2012/1/17 7:00:00,2012/1/17 8:40:00,Turning Q.C.,Quality Check 1,40,Socket,ID4287,D,38,1,0,
Case 194,2012/1/23 15:30:00,2012/1/23 15:56:00,Laser Marking - Machine 7,Machine 7- Laser Marking,40,Socket,ID0998,D,38,0,0,
Case 194,2012/1/24 0:00:00,2012/1/24 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,40,Socket,ID4882,D,0,0,0,
Case 194,2012/1/24 8:14:00,2012/1/24 11:23:00,Lapping - Machine 1,Machine 1 - Lapping,40,Socket,ID0998,D,38,0,0,
Case 194,2012/1/24 9:00:00,2012/1/24 12:50:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,S,0,0,0,
Case 194,2012/1/24 13:40:00,2012/1/24 18:02:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 194,2012/1/25 9:00:00,2012/1/25 16:01:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 194,2012/1/26 7:06:00,2012/1/26 10:07:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 194,2012/1/26 16:22:00,2012/1/26 18:16:00,Grinding Rework - Machine 27,Machine 27 - Grinding,40,Socket,ID4872,D,0,0,0,
Case 194,2012/1/27 9:00:00,2012/1/27 10:00:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 194,2012/2/3 7:00:00,2012/2/3 12:00:00,Final Inspection Q.C.,Quality Check 1,40,Socket,ID4287,D,38,0,0,
Case 194,2012/2/6 0:00:00,2012/2/6 1:00:00,Packing,Packing,40,Socket,ID4820,D,5,0,0,
Case 194,2012/2/6 0:00:00,2012/2/6 1:00:00,Packing,Packing,40,Socket,ID4820,D,0,0,0,
Case 194,2012/2/7 0:00:00,2012/2/7 1:00:00,Packing,Packing,40,Socket,ID4820,D,0,0,0,
Case 194,2012/2/7 0:00:00,2012/2/7 1:00:00,Packing,Packing,40,Socket,ID4820,D,33,0,0,
Case 195,2012/1/31 12:00:00,2012/1/31 15:05:00,Turning & Milling Q.C.,Quality Check 1,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 195,2012/2/5 0:00:00,2012/2/5 1:15:00,Flat Grinding - Machine 11,Machine 11 - Grinding,80,Slip Ring Adapter,ID4882,D,0,0,0,
Case 195,2012/2/5 9:41:00,2012/2/5 11:18:00,Lapping - Machine 1,Machine 1 - Lapping,80,Slip Ring Adapter,ID0998,D,40,0,0,
Case 195,2012/2/5 12:43:00,2012/2/5 16:38:00,Lapping - Machine 1,Machine 1 - Lapping,80,Slip Ring Adapter,ID0998,D,40,0,0,
Case 195,2012/2/5 13:18:00,2012/2/5 17:43:00,Flat Grinding - Machine 11,Machine 11 - Grinding,80,Slip Ring Adapter,ID4882,D,69,0,0,
Case 195,2012/2/6 7:54:00,2012/2/6 8:37:00,Flat Grinding - Machine 11,Machine 11 - Grinding,80,Slip Ring Adapter,ID4882,D,11,0,0,
Case 195,2012/2/9 22:31:00,2012/2/9 23:50:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,80,Slip Ring Adapter,ID4355,S,0,0,0,
Case 195,2012/2/10 7:25:00,2012/2/10 9:52:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,80,Slip Ring Adapter,ID4385,S,0,0,0,
Case 195,2012/2/10 9:53:00,2012/2/10 12:44:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,80,Slip Ring Adapter,ID4385,D,9,0,0,
Case 195,2012/2/11 22:04:00,2012/2/12 6:53:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,80,Slip Ring Adapter,ID4528,D,36,0,0,
Case 195,2012/2/12 7:58:00,2012/2/12 15:51:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,80,Slip Ring Adapter,ID4445,D,35,0,0,
Case 195,2012/2/12 16:12:00,2012/2/12 17:40:00,Round Grinding - Q.C.,Quality Check 1,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 195,2012/2/15 0:00:00,2012/2/15 1:00:00,Packing,Packing,80,Slip Ring Adapter,ID4820,D,80,0,0,
Case 195,2012/2/15 13:20:00,2012/2/15 14:05:00,Final Inspection Q.C.,Quality Check 1,80,Slip Ring Adapter,ID4287,D,80,0,0,
Case 196,2012/1/17 13:20:00,2012/1/17 15:59:00,Turning & Milling Q.C.,Quality Check 1,40,Cable Head,ID4163,D,0,0,0,
Case 196,2012/2/19 12:12:00,2012/2/19 14:09:00,Grinding Rework - Machine 27,Machine 27 - Grinding,40,Cable Head,ID4528,D,0,0,0,
Case 196,2012/2/19 15:15:00,2012/2/19 16:01:00,Final Inspection Q.C.,Quality Check 1,40,Cable Head,ID4493,D,3,1,0,
Case 196,2012/2/21 0:00:00,2012/2/21 1:00:00,Packing,Packing,40,Cable Head,ID4820,D,3,0,0,
Case 198,2012/1/9 13:29:00,2012/1/9 17:24:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4429,S,0,0,0,
Case 198,2012/1/9 20:00:00,2012/1/9 23:00:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4529,S,1,0,0,
Case 198,2012/1/10 1:00:00,2012/1/10 6:30:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4529,D,26,0,0,
Case 198,2012/1/10 7:00:00,2012/1/10 8:08:00,Turning & Milling Q.C.,Quality Check 1,100,Cable Head,ID4287,D,0,1,0,
Case 198,2012/1/10 7:08:00,2012/1/10 7:09:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4429,S,1,0,0,
Case 198,2012/1/10 14:05:00,2012/1/10 15:57:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4932,D,11,0,0,
Case 198,2012/1/10 16:05:00,2012/1/10 17:04:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4429,D,2,0,0,
Case 198,2012/1/10 18:07:00,2012/1/10 23:35:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4718,D,26,0,0,
Case 198,2012/1/11 6:56:00,2012/1/11 12:45:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,100,Cable Head,ID4932,D,33,0,0,
Case 198,2012/1/12 7:00:00,2012/1/12 7:44:00,Turning & Milling Q.C.,Quality Check 1,100,Cable Head,ID4493,D,95,0,0,
Case 198,2012/1/12 13:35:00,2012/1/12 14:35:00,Laser Marking - Machine 7,Machine 7- Laser Marking,100,Cable Head,ID4882,D,95,0,0,
Case 198,2012/1/26 9:00:00,2012/1/26 10:30:00,Turning Rework - Machine 21,Machine 21 - Turning,100,Cable Head,ID4442,D,4,0,0,
Case 198,2012/1/27 10:11:00,2012/1/27 11:12:00,Turning & Milling Q.C.,Quality Check 1,100,Cable Head,ID4493,D,4,0,0,
Case 198,2012/3/5 23:00:00,2012/3/6 3:00:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID4355,D,0,0,0,
Case 198,2012/3/6 12:07:00,2012/3/6 13:32:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID0998,D,25,0,0,
Case 198,2012/3/7 0:00:00,2012/3/7 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID4882,D,0,0,0,
Case 198,2012/3/7 16:25:00,2012/3/7 17:30:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID0998,D,50,0,0,
Case 198,2012/3/8 0:00:00,2012/3/8 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID4882,D,0,0,0,
Case 198,2012/3/8 8:22:00,2012/3/8 9:37:00,Laser Marking - Machine 7,Machine 7- Laser Marking,100,Cable Head,ID0998,D,0,0,0,
Case 198,2012/3/8 8:22:00,2012/3/8 8:22:00,Lapping - Machine 1,Machine 1 - Lapping,100,Cable Head,ID0998,D,20,0,0,
Case 198,2012/3/8 15:13:00,2012/3/8 18:11:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4385,S,0,0,0,
Case 198,2012/3/8 18:11:00,2012/3/8 20:17:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4385,D,7,0,0,
Case 198,2012/3/8 20:23:00,2012/3/8 23:41:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4355,D,10,0,0,
Case 198,2012/3/9 0:07:00,2012/3/9 6:45:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4445,D,19,0,0,
Case 198,2012/3/9 7:16:00,2012/3/9 11:49:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4385,D,10,0,0,
Case 198,2012/3/10 22:09:00,2012/3/11 6:33:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4528,D,18,0,0,
Case 198,2012/3/11 6:44:00,2012/3/11 6:52:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4355,D,1,0,0,
Case 198,2012/3/11 7:58:00,2012/3/11 15:57:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4355,D,17,0,0,
Case 198,2012/3/11 16:18:00,2012/3/11 20:40:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,100,Cable Head,ID4385,D,13,0,0,
Case 198,2012/3/15 11:19:00,2012/3/15 14:01:00,Final Inspection Q.C.,Quality Check 1,100,Cable Head,ID4493,D,86,4,0,
Case 198,2012/3/16 0:00:00,2012/3/16 1:00:00,Packing,Packing,100,Cable Head,ID4820,D,86,0,0,
Case 198,2012/3/18 0:00:00,2012/3/18 1:00:00,Packing,Packing,100,Cable Head,ID4820,D,1,0,0,
Case 198,2012/3/18 10:09:00,2012/3/18 12:11:00,Final Inspection Q.C.,Quality Check 1,100,Cable Head,ID4493,D,1,0,0,
Case 198,2012/3/19 7:20:00,2012/3/19 9:56:00,Grinding Rework - Machine 27,Machine 27 - Grinding,100,Cable Head,ID4528,D,0,0,0,
Case 198,2012/3/20 0:00:00,2012/3/20 1:00:00,Packing,Packing,100,Cable Head,ID4820,D,4,0,0,
Case 198,2012/3/20 9:34:00,2012/3/20 10:49:00,Final Inspection Q.C.,Quality Check 1,100,Cable Head,ID4493,D,4,0,0,Y
Case 198,2012/3/20 12:24:00,2012/3/20 13:39:00,Laser Marking - Machine 7,Machine 7- Laser Marking,100,Cable Head,ID4882,D,4,0,0,
Case 199,2012/1/3 0:00:00,2012/1/3 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID4882,D,0,0,0,
Case 199,2012/1/3 8:24:00,2012/1/3 15:35:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID0998,D,36,0,0,
Case 199,2012/1/3 12:25:00,2012/1/3 12:50:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID4882,D,0,0,0,
Case 199,2012/1/3 13:20:00,2012/1/3 16:00:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID4882,D,0,0,0,
Case 199,2012/1/3 15:35:00,2012/1/3 15:56:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID0998,D,0,0,0,
Case 199,2012/1/3 15:57:00,2012/1/3 16:05:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4445,S,0,0,0,
Case 199,2012/1/3 16:07:00,2012/1/3 18:58:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4445,S,0,0,0,
Case 199,2012/1/3 18:59:00,2012/1/3 22:17:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4445,D,9,0,0,
Case 199,2012/1/4 0:00:00,2012/1/4 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID4882,D,0,0,0,
Case 199,2012/1/4 7:39:00,2012/1/4 10:25:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID4355,D,0,0,0,
Case 199,2012/1/4 9:00:00,2012/1/4 10:00:00,Turning & Milling Q.C.,Quality Check 1,180,Cable Head,ID4163,D,0,1,0,
Case 199,2012/1/4 22:37:00,2012/1/4 23:46:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID3846,S,0,0,0,
Case 199,2012/1/5 6:52:00,2012/1/5 15:32:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID4641,S,2,0,0,
Case 199,2012/1/5 15:09:00,2012/1/6 7:00:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4355,D,0,0,0,
Case 199,2012/1/5 16:03:00,2012/1/6 7:00:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID3846,D,20,0,0,
Case 199,2012/1/5 16:28:00,2012/1/5 19:53:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4445,D,8,0,0,
Case 199,2012/1/5 20:52:00,2012/1/6 6:48:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4385,D,19,0,0,
Case 199,2012/1/6 7:00:00,2012/1/7 6:00:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID4132,D,31,0,0,
Case 199,2012/1/6 7:01:00,2012/1/6 12:53:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4355,D,14,0,0,
Case 199,2012/1/6 8:09:00,2012/1/6 10:03:00,Lapping - Machine 1,Machine 1 - Lapping,180,Cable Head,ID0998,D,36,0,0,
Case 199,2012/1/7 21:57:00,2012/1/8 6:57:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4445,D,16,0,0,
Case 199,2012/1/8 9:12:00,2012/1/8 15:39:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID4132,D,6,0,0,
Case 199,2012/1/8 10:02:00,2012/1/8 13:20:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,180,Cable Head,ID4385,D,5,0,0,
Case 199,2012/1/8 20:18:00,2012/1/8 22:20:00,Turning & Milling - Machine 10,Machine 10 - Grinding,180,Cable Head,ID4641,D,7,0,0,
